Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total Sale,Sold out?,Sold out time
1796,2869,0.122,0.009,0.048,0.059,0.025,0.048,0.081,0.034,0.026,0.019,0.016,0.018,0.068,0.024,0.050,0.021,0.027,0.024,0.020,0.016,0.034,0.008,0.022,0.033,0.852,0,
1797,3536,0.121,0.039,0.004,0.018,0.028,0.041,0.058,0.049,0.015,0.009,0.038,0.064,0.002,0.034,0.038,0.048,0.035,0.045,0.013,0.001,0.046,0.034,0.046,0.012,0.839,0,
1798,3620,0.139,0.006,0.052,0.061,0.079,0.042,0.053,0.019,0.018,0.028,0.065,0.049,0.038,0.055,0.028,0.031,0.030,0.030,0.030,0.002,0.020,0.037,0.039,0.010,0.961,0,
1799,4845,0.111,0.057,0.035,0.067,0.067,0.015,0.067,0.047,0.053,0.059,0.062,0.004,0.045,0.072,0.044,0.027,0.039,0.043,0.023,0.030,0.020,0.001,0.011,0.000,1.000,1,
1800,3452,0.105,0.027,0.023,0.034,0.014,0.013,0.022,0.019,0.028,0.019,0.037,0.003,0.075,0.010,0.030,0.032,0.032,0.021,0.033,0.005,0.022,0.035,0.016,0.013,0.667,0,
1801,6326,0.143,0.048,0.056,0.058,0.056,0.055,0.038,0.029,0.040,0.007,0.054,0.077,0.065,0.041,0.049,0.026,0.025,0.048,0.019,0.013,0.038,0.018,0.000,0.000,1.000,1,
1802,3891,0.102,0.024,0.056,0.050,0.061,0.068,0.060,0.057,0.013,0.020,0.008,0.078,0.054,0.004,0.025,0.023,0.021,0.046,0.024,0.008,0.042,0.039,0.021,0.035,0.939,0,
1803,6704,0.127,0.014,0.052,0.040,0.081,0.009,0.043,0.041,0.068,0.073,0.001,0.027,0.044,0.036,0.036,0.021,0.048,0.047,0.025,0.003,0.004,0.022,0.017,0.035,0.914,0,
1804,3371,0.118,0.063,0.079,0.020,0.050,0.028,0.017,0.036,0.006,0.067,0.075,0.005,0.044,0.161,0.038,0.046,0.044,0.035,0.017,0.020,0.030,0.000,0.000,0.000,1.000,1,
1805,6728,0.130,0.054,0.010,0.056,0.070,0.026,0.069,0.064,0.006,0.079,0.072,0.065,0.050,0.009,0.047,0.031,0.040,0.039,0.010,0.033,0.040,0.000,0.000,0.000,1.000,1,
1806,4099,0.135,0.032,0.046,0.042,0.061,0.023,0.045,0.034,0.029,0.076,0.007,0.019,0.071,0.097,0.047,0.040,0.034,0.023,0.029,0.007,0.005,0.043,0.030,0.024,1.000,0,
1807,2715,0.118,0.036,0.064,0.035,0.080,0.070,0.004,0.066,0.053,0.027,0.072,0.056,0.030,0.130,0.024,0.029,0.039,0.048,0.001,0.005,0.010,0.000,0.000,0.000,1.000,1,
1808,5051,0.135,0.035,0.039,0.000,0.048,0.058,0.016,0.083,0.062,0.010,0.005,0.018,0.044,0.031,0.048,0.033,0.033,0.048,0.040,0.026,0.048,0.013,0.002,0.039,0.910,0,
1809,2806,0.119,0.062,0.005,0.047,0.014,0.068,0.010,0.005,0.050,0.042,0.047,0.046,0.014,0.068,0.025,0.036,0.037,0.029,0.049,0.022,0.011,0.017,0.049,0.016,0.889,0,
1810,3533,0.149,0.071,0.045,0.074,0.055,0.010,0.045,0.006,0.025,0.030,0.040,0.004,0.032,0.060,0.031,0.040,0.025,0.041,0.048,0.001,0.037,0.003,0.013,0.008,0.894,0,
1811,4128,0.150,0.042,0.001,0.033,0.009,0.003,0.008,0.044,0.013,0.042,0.072,0.082,0.011,0.016,0.022,0.047,0.022,0.048,0.038,0.033,0.038,0.045,0.018,0.031,0.868,0,
1812,4160,0.146,0.012,0.068,0.012,0.005,0.031,0.037,0.064,0.060,0.004,0.081,0.049,0.013,0.103,0.028,0.022,0.041,0.023,0.004,0.016,0.009,0.026,0.013,0.008,0.877,0,
1813,3144,0.109,0.071,0.024,0.005,0.016,0.066,0.033,0.012,0.068,0.037,0.048,0.053,0.003,0.093,0.043,0.044,0.048,0.029,0.018,0.025,0.030,0.003,0.002,0.022,0.901,0,
1814,4192,0.128,0.002,0.067,0.077,0.010,0.007,0.053,0.056,0.043,0.082,0.026,0.007,0.017,0.065,0.037,0.046,0.043,0.028,0.007,0.037,0.024,0.011,0.025,0.031,0.928,0,
1815,3702,0.101,0.018,0.060,0.023,0.031,0.078,0.021,0.064,0.027,0.049,0.005,0.079,0.042,0.035,0.042,0.037,0.023,0.027,0.003,0.016,0.007,0.027,0.037,0.008,0.863,0,
1816,7352,0.114,0.004,0.074,0.025,0.026,0.049,0.025,0.081,0.055,0.015,0.080,0.017,0.072,0.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1817,7568,0.101,0.045,0.019,0.028,0.059,0.071,0.053,0.062,0.043,0.013,0.054,0.041,0.029,0.019,0.033,0.024,0.021,0.022,0.015,0.042,0.017,0.010,0.029,0.037,0.886,0,
1818,5462,0.140,0.001,0.036,0.036,0.031,0.051,0.067,0.026,0.041,0.042,0.052,0.081,0.049,0.012,0.042,0.027,0.045,0.028,0.007,0.013,0.005,0.028,0.045,0.025,0.929,0,
1819,2773,0.119,0.011,0.049,0.078,0.083,0.036,0.052,0.063,0.070,0.048,0.005,0.035,0.049,0.048,0.027,0.027,0.031,0.032,0.006,0.008,0.023,0.007,0.027,0.031,0.966,0,
1820,5250,0.105,0.066,0.022,0.042,0.067,0.044,0.039,0.037,0.044,0.083,0.030,0.024,0.054,0.076,0.036,0.030,0.032,0.042,0.045,0.029,0.030,0.002,0.021,0.000,1.000,1,
1821,4520,0.121,0.025,0.023,0.062,0.054,0.062,0.002,0.018,0.079,0.048,0.081,0.006,0.061,0.072,0.022,0.046,0.047,0.044,0.036,0.003,0.047,0.039,0.000,0.000,1.000,1,
1822,3695,0.110,0.003,0.041,0.028,0.061,0.024,0.032,0.021,0.067,0.073,0.072,0.045,0.062,0.065,0.028,0.036,0.040,0.021,0.039,0.037,0.044,0.017,0.021,0.000,0.990,0,
1823,3433,0.110,0.049,0.047,0.072,0.044,0.072,0.040,0.038,0.005,0.055,0.043,0.041,0.034,0.094,0.039,0.037,0.036,0.022,0.008,0.014,0.035,0.026,0.011,0.029,1.000,0,
1824,3857,0.147,0.041,0.072,0.059,0.041,0.081,0.031,0.033,0.036,0.079,0.005,0.033,0.064,0.027,0.028,0.027,0.021,0.038,0.005,0.005,0.021,0.007,0.014,0.017,0.932,0,
1825,5768,0.108,0.048,0.027,0.065,0.027,0.015,0.027,0.079,0.076,0.008,0.038,0.039,0.025,0.062,0.037,0.042,0.039,0.027,0.049,0.008,0.009,0.008,0.016,0.022,0.899,0,
1826,3101,0.105,0.053,0.041,0.057,0.066,0.066,0.035,0.058,0.000,0.044,0.073,0.065,0.001,0.111,0.041,0.035,0.033,0.027,0.032,0.006,0.025,0.026,0.000,0.000,1.000,1,
1827,5359,0.123,0.046,0.038,0.012,0.045,0.070,0.002,0.032,0.053,0.028,0.017,0.056,0.070,0.074,0.025,0.042,0.032,0.028,0.003,0.021,0.035,0.033,0.018,0.002,0.904,0,
1828,4558,0.144,0.052,0.052,0.017,0.062,0.021,0.029,0.001,0.025,0.024,0.029,0.020,0.052,0.065,0.034,0.024,0.040,0.021,0.046,0.012,0.026,0.033,0.027,0.047,0.903,0,
1829,4649,0.109,0.045,0.036,0.045,0.019,0.079,0.022,0.073,0.005,0.023,0.037,0.079,0.013,0.057,0.033,0.046,0.025,0.048,0.004,0.027,0.011,0.035,0.019,0.010,0.898,0,
1830,3874,0.146,0.080,0.062,0.075,0.016,0.067,0.075,0.030,0.083,0.059,0.046,0.070,0.034,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1831,3845,0.137,0.030,0.052,0.061,0.074,0.048,0.014,0.057,0.069,0.077,0.032,0.006,0.077,0.022,0.045,0.047,0.035,0.044,0.033,0.017,0.010,0.014,0.000,0.000,1.000,1,
1832,7863,0.104,0.043,0.033,0.052,0.036,0.044,0.024,0.010,0.034,0.008,0.025,0.044,0.059,0.040,0.021,0.043,0.035,0.027,0.028,0.021,0.019,0.048,0.043,0.041,0.883,0,
1833,2877,0.141,0.062,0.072,0.035,0.024,0.024,0.040,0.012,0.030,0.003,0.065,0.037,0.074,0.132,0.021,0.046,0.042,0.041,0.023,0.004,0.047,0.010,0.009,0.000,0.993,0,
1834,3201,0.107,0.080,0.001,0.028,0.061,0.047,0.071,0.004,0.059,0.045,0.076,0.077,0.007,0.005,0.038,0.027,0.050,0.024,0.031,0.014,0.035,0.012,0.008,0.020,0.927,0,
1835,5760,0.120,0.029,0.037,0.057,0.054,0.044,0.081,0.017,0.059,0.071,0.020,0.012,0.006,0.012,0.036,0.042,0.033,0.042,0.011,0.032,0.008,0.044,0.013,0.009,0.890,0,
1836,4030,0.124,0.031,0.006,0.065,0.062,0.016,0.028,0.076,0.058,0.038,0.075,0.065,0.037,0.134,0.044,0.043,0.035,0.048,0.015,0.000,0.000,0.000,0.000,0.000,1.000,1,
1837,3285,0.103,0.076,0.016,0.015,0.021,0.014,0.065,0.011,0.012,0.041,0.072,0.009,0.077,0.026,0.045,0.020,0.034,0.031,0.041,0.000,0.049,0.020,0.043,0.020,0.863,0,
1838,3369,0.105,0.011,0.064,0.044,0.061,0.025,0.080,0.029,0.064,0.022,0.058,0.036,0.072,0.168,0.031,0.022,0.041,0.034,0.034,0.000,0.000,0.000,0.000,0.000,1.000,1,
1839,3783,0.103,0.014,0.065,0.067,0.068,0.044,0.037,0.065,0.037,0.065,0.037,0.066,0.011,0.052,0.027,0.041,0.020,0.022,0.003,0.020,0.037,0.005,0.049,0.000,0.956,0,
1840,4757,0.122,0.035,0.032,0.075,0.015,0.019,0.046,0.061,0.040,0.083,0.035,0.062,0.028,0.040,0.033,0.047,0.047,0.031,0.017,0.039,0.028,0.008,0.028,0.000,0.970,0,
1841,5642,0.131,0.077,0.038,0.064,0.083,0.054,0.019,0.044,0.056,0.069,0.048,0.051,0.015,0.032,0.044,0.039,0.041,0.043,0.035,0.018,0.000,0.000,0.000,0.000,1.000,1,
1842,6793,0.143,0.057,0.033,0.045,0.026,0.071,0.058,0.037,0.039,0.011,0.036,0.071,0.062,0.045,0.022,0.044,0.028,0.042,0.044,0.002,0.012,0.037,0.002,0.000,0.966,0,
1843,4621,0.131,0.058,0.046,0.017,0.060,0.044,0.034,0.055,0.009,0.046,0.038,0.028,0.051,0.090,0.026,0.033,0.036,0.034,0.003,0.001,0.045,0.046,0.047,0.021,1.000,0,
1844,4732,0.148,0.038,0.072,0.032,0.019,0.073,0.069,0.016,0.006,0.023,0.073,0.074,0.029,0.009,0.036,0.049,0.043,0.030,0.020,0.047,0.023,0.022,0.028,0.000,0.978,0,
1845,3330,0.108,0.080,0.035,0.050,0.051,0.006,0.011,0.032,0.017,0.070,0.043,0.014,0.012,0.171,0.029,0.036,0.030,0.036,0.013,0.034,0.013,0.023,0.045,0.029,0.987,0,
1846,3523,0.125,0.067,0.009,0.058,0.015,0.030,0.068,0.048,0.066,0.054,0.001,0.022,0.039,0.091,0.035,0.029,0.036,0.047,0.021,0.033,0.010,0.016,0.027,0.015,0.962,0,
1847,2943,0.144,0.038,0.043,0.003,0.051,0.010,0.026,0.079,0.002,0.003,0.038,0.080,0.018,0.025,0.036,0.040,0.049,0.025,0.030,0.005,0.000,0.014,0.000,0.046,0.805,0,
1848,2965,0.141,0.081,0.077,0.009,0.077,0.057,0.041,0.029,0.067,0.033,0.057,0.046,0.032,0.047,0.043,0.025,0.047,0.031,0.044,0.017,0.000,0.000,0.000,0.000,1.000,1,
1849,4290,0.102,0.060,0.034,0.039,0.044,0.057,0.041,0.040,0.055,0.043,0.066,0.009,0.060,0.110,0.032,0.044,0.040,0.048,0.000,0.018,0.046,0.011,0.000,0.000,1.000,1,
1850,6300,0.134,0.018,0.079,0.006,0.003,0.077,0.037,0.080,0.033,0.052,0.057,0.035,0.011,0.045,0.043,0.032,0.024,0.040,0.019,0.019,0.036,0.049,0.046,0.024,1.000,0,
1851,2742,0.109,0.065,0.033,0.049,0.018,0.046,0.017,0.018,0.014,0.049,0.001,0.070,0.023,0.019,0.048,0.030,0.030,0.026,0.038,0.028,0.026,0.009,0.014,0.048,0.826,0,
1852,5956,0.109,0.023,0.019,0.058,0.061,0.068,0.065,0.075,0.023,0.068,0.018,0.018,0.026,0.147,0.030,0.037,0.026,0.021,0.000,0.001,0.023,0.017,0.023,0.008,0.964,0,
1853,3868,0.110,0.023,0.017,0.059,0.072,0.018,0.008,0.061,0.006,0.056,0.071,0.009,0.054,0.042,0.020,0.032,0.037,0.038,0.004,0.023,0.041,0.044,0.036,0.039,0.919,0,
1854,5069,0.125,0.079,0.027,0.030,0.083,0.028,0.057,0.068,0.024,0.039,0.074,0.082,0.029,0.072,0.029,0.028,0.024,0.039,0.026,0.016,0.009,0.004,0.008,0.000,1.000,1,
1855,4060,0.125,0.017,0.079,0.026,0.004,0.076,0.069,0.040,0.055,0.048,0.027,0.003,0.016,0.095,0.048,0.021,0.047,0.026,0.038,0.046,0.018,0.003,0.023,0.044,0.993,0,
1856,5103,0.110,0.031,0.033,0.075,0.049,0.042,0.074,0.077,0.010,0.027,0.031,0.016,0.056,0.049,0.021,0.042,0.024,0.030,0.049,0.041,0.003,0.002,0.017,0.002,0.911,0,
1857,2973,0.115,0.046,0.009,0.041,0.032,0.011,0.060,0.025,0.060,0.031,0.076,0.070,0.077,0.015,0.025,0.040,0.043,0.045,0.033,0.004,0.003,0.046,0.020,0.007,0.934,0,
1858,5843,0.115,0.053,0.062,0.076,0.035,0.003,0.038,0.006,0.033,0.080,0.055,0.070,0.038,0.018,0.026,0.023,0.033,0.025,0.043,0.027,0.019,0.049,0.025,0.028,0.980,0,
1859,4046,0.124,0.042,0.030,0.047,0.023,0.010,0.035,0.067,0.047,0.080,0.042,0.044,0.061,0.022,0.049,0.037,0.023,0.048,0.007,0.048,0.032,0.008,0.048,0.019,0.992,0,
1860,3312,0.104,0.056,0.057,0.069,0.041,0.043,0.063,0.061,0.073,0.013,0.049,0.019,0.047,0.039,0.035,0.036,0.040,0.027,0.010,0.033,0.008,0.027,0.014,0.032,0.997,0,
1861,3144,0.143,0.054,0.015,0.059,0.056,0.001,0.020,0.003,0.067,0.057,0.044,0.040,0.020,0.055,0.025,0.043,0.027,0.039,0.036,0.011,0.043,0.005,0.034,0.015,0.912,0,
1862,3795,0.125,0.023,0.082,0.012,0.040,0.022,0.016,0.007,0.055,0.023,0.003,0.000,0.056,0.122,0.024,0.030,0.038,0.040,0.022,0.007,0.039,0.049,0.001,0.010,0.844,0,
1863,3240,0.115,0.083,0.021,0.042,0.044,0.036,0.003,0.068,0.001,0.005,0.020,0.046,0.035,0.010,0.043,0.029,0.040,0.043,0.026,0.008,0.001,0.043,0.027,0.001,0.789,0,
1864,4399,0.122,0.017,0.075,0.009,0.018,0.045,0.060,0.047,0.062,0.076,0.004,0.077,0.034,0.021,0.038,0.038,0.034,0.038,0.043,0.032,0.016,0.010,0.006,0.003,0.923,0,
1865,3164,0.116,0.006,0.048,0.079,0.063,0.020,0.063,0.035,0.031,0.061,0.043,0.020,0.009,0.027,0.048,0.038,0.049,0.038,0.002,0.007,0.046,0.024,0.041,0.039,0.952,0,
1866,4310,0.108,0.072,0.028,0.009,0.055,0.060,0.057,0.052,0.052,0.057,0.036,0.045,0.013,0.020,0.029,0.038,0.031,0.034,0.047,0.035,0.044,0.031,0.036,0.010,1.000,0,
1867,6838,0.125,0.049,0.049,0.081,0.024,0.063,0.010,0.005,0.016,0.082,0.072,0.000,0.023,0.028,0.024,0.021,0.045,0.023,0.003,0.013,0.022,0.033,0.018,0.043,0.874,0,
1868,3317,0.135,0.051,0.072,0.022,0.023,0.032,0.061,0.076,0.057,0.043,0.003,0.062,0.014,0.064,0.037,0.028,0.027,0.049,0.022,0.041,0.005,0.037,0.031,0.007,1.000,0,
1869,3968,0.135,0.041,0.065,0.023,0.046,0.077,0.039,0.023,0.023,0.073,0.059,0.016,0.061,0.055,0.039,0.042,0.021,0.031,0.005,0.007,0.028,0.033,0.033,0.018,0.993,0,
1870,8378,0.135,0.064,0.014,0.053,0.054,0.010,0.002,0.051,0.026,0.041,0.066,0.036,0.072,0.085,0.044,0.021,0.032,0.022,0.044,0.022,0.048,0.032,0.026,0.000,1.000,1,
1871,5670,0.101,0.061,0.059,0.054,0.056,0.078,0.059,0.074,0.047,0.037,0.075,0.000,0.040,0.073,0.025,0.045,0.048,0.029,0.032,0.007,0.000,0.000,0.000,0.000,1.000,1,
1872,3670,0.132,0.029,0.016,0.067,0.052,0.011,0.041,0.062,0.039,0.046,0.062,0.041,0.023,0.035,0.040,0.024,0.028,0.050,0.033,0.011,0.002,0.024,0.037,0.011,0.916,0,
1873,6001,0.121,0.036,0.014,0.049,0.027,0.062,0.056,0.032,0.025,0.013,0.040,0.026,0.032,0.057,0.023,0.026,0.029,0.046,0.014,0.025,0.018,0.019,0.017,0.050,0.856,0,
1874,4178,0.124,0.010,0.002,0.039,0.071,0.014,0.052,0.006,0.033,0.041,0.031,0.070,0.052,0.045,0.028,0.035,0.030,0.032,0.022,0.045,0.018,0.031,0.036,0.032,0.899,0,
1875,3864,0.143,0.079,0.051,0.052,0.077,0.046,0.032,0.053,0.042,0.015,0.081,0.014,0.031,0.009,0.034,0.040,0.035,0.030,0.003,0.022,0.018,0.006,0.006,0.012,0.930,0,
1876,4885,0.127,0.003,0.006,0.076,0.048,0.080,0.076,0.003,0.067,0.065,0.048,0.019,0.051,0.102,0.028,0.031,0.045,0.034,0.032,0.048,0.008,0.000,0.000,0.000,1.000,1,
1877,5383,0.133,0.012,0.041,0.027,0.058,0.004,0.074,0.052,0.001,0.052,0.039,0.019,0.021,0.136,0.025,0.039,0.028,0.036,0.028,0.017,0.037,0.045,0.038,0.032,0.995,0,
1878,4014,0.149,0.052,0.069,0.059,0.027,0.026,0.065,0.013,0.017,0.057,0.068,0.028,0.017,0.022,0.043,0.031,0.038,0.041,0.046,0.001,0.013,0.036,0.014,0.040,0.975,0,
1879,3043,0.135,0.009,0.079,0.066,0.054,0.052,0.047,0.065,0.064,0.008,0.053,0.058,0.065,0.072,0.047,0.048,0.043,0.022,0.004,0.007,0.002,0.000,0.000,0.000,1.000,1,
1880,7124,0.108,0.044,0.012,0.019,0.079,0.022,0.069,0.043,0.003,0.064,0.015,0.038,0.054,0.031,0.045,0.026,0.045,0.028,0.046,0.006,0.044,0.010,0.026,0.039,0.915,0,
1881,3062,0.125,0.065,0.060,0.028,0.023,0.035,0.072,0.074,0.041,0.019,0.054,0.056,0.012,0.070,0.046,0.043,0.031,0.036,0.015,0.012,0.047,0.028,0.007,0.000,1.000,1,
1882,5051,0.118,0.064,0.070,0.046,0.036,0.001,0.004,0.071,0.059,0.046,0.007,0.022,0.060,0.110,0.041,0.049,0.034,0.043,0.024,0.035,0.035,0.014,0.012,0.000,1.000,1,
1883,5418,0.138,0.031,0.048,0.032,0.016,0.077,0.047,0.030,0.025,0.012,0.069,0.079,0.030,0.070,0.043,0.023,0.032,0.035,0.001,0.020,0.018,0.026,0.031,0.016,0.950,0,
1884,3081,0.129,0.063,0.027,0.042,0.039,0.053,0.083,0.049,0.007,0.016,0.048,0.077,0.056,0.053,0.044,0.049,0.020,0.049,0.048,0.001,0.012,0.027,0.005,0.000,1.000,1,
1885,4744,0.107,0.066,0.070,0.016,0.017,0.051,0.045,0.077,0.080,0.076,0.059,0.082,0.070,0.056,0.039,0.030,0.044,0.014,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1886,2967,0.145,0.056,0.022,0.023,0.079,0.075,0.079,0.055,0.012,0.011,0.076,0.074,0.019,0.050,0.039,0.032,0.024,0.022,0.013,0.006,0.019,0.046,0.025,0.000,1.000,1,
1887,3507,0.128,0.049,0.055,0.045,0.061,0.021,0.061,0.008,0.017,0.064,0.014,0.003,0.020,0.095,0.033,0.033,0.028,0.023,0.050,0.005,0.031,0.031,0.049,0.011,0.932,0,
1888,5102,0.140,0.080,0.059,0.067,0.046,0.051,0.050,0.030,0.010,0.053,0.072,0.035,0.044,0.219,0.040,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1889,4667,0.110,0.001,0.039,0.035,0.057,0.001,0.065,0.018,0.021,0.048,0.042,0.073,0.009,0.110,0.024,0.029,0.040,0.042,0.020,0.032,0.049,0.002,0.020,0.030,0.918,0,
1890,6027,0.103,0.028,0.022,0.025,0.077,0.077,0.035,0.013,0.027,0.042,0.016,0.057,0.005,0.082,0.022,0.022,0.045,0.027,0.050,0.011,0.003,0.025,0.047,0.013,0.874,0,
1891,6567,0.127,0.039,0.072,0.049,0.037,0.000,0.004,0.011,0.012,0.035,0.063,0.010,0.056,0.040,0.048,0.042,0.023,0.027,0.033,0.003,0.010,0.035,0.031,0.040,0.846,0,
1892,5319,0.123,0.083,0.070,0.078,0.045,0.043,0.078,0.080,0.042,0.074,0.049,0.056,0.033,0.036,0.045,0.030,0.025,0.008,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1893,3754,0.125,0.022,0.029,0.066,0.027,0.051,0.015,0.029,0.048,0.040,0.021,0.074,0.080,0.045,0.047,0.020,0.036,0.031,0.040,0.024,0.003,0.045,0.037,0.031,0.986,0,
1894,6009,0.143,0.062,0.063,0.079,0.027,0.003,0.045,0.028,0.011,0.053,0.032,0.075,0.069,0.093,0.042,0.030,0.043,0.029,0.025,0.007,0.009,0.022,0.010,0.000,1.000,1,
1895,3931,0.141,0.055,0.062,0.022,0.077,0.065,0.007,0.010,0.079,0.010,0.071,0.009,0.012,0.018,0.050,0.039,0.021,0.041,0.010,0.025,0.046,0.011,0.013,0.034,0.930,0,
1896,4800,0.146,0.069,0.063,0.018,0.068,0.040,0.065,0.017,0.041,0.024,0.048,0.009,0.028,0.354,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
1897,4585,0.131,0.081,0.067,0.026,0.014,0.002,0.010,0.008,0.043,0.009,0.017,0.026,0.043,0.029,0.048,0.035,0.046,0.027,0.037,0.013,0.021,0.019,0.017,0.039,0.806,0,
1898,6285,0.109,0.011,0.043,0.020,0.007,0.029,0.057,0.026,0.002,0.052,0.003,0.005,0.056,0.019,0.044,0.027,0.038,0.027,0.005,0.007,0.019,0.008,0.007,0.028,0.650,0,
1899,3948,0.126,0.042,0.065,0.058,0.050,0.013,0.015,0.010,0.033,0.006,0.052,0.083,0.022,0.062,0.025,0.048,0.044,0.037,0.042,0.010,0.013,0.028,0.026,0.047,0.958,0,
1900,3581,0.122,0.050,0.076,0.049,0.060,0.077,0.014,0.012,0.037,0.020,0.053,0.077,0.043,0.038,0.049,0.035,0.021,0.045,0.044,0.038,0.039,0.000,0.000,0.000,1.000,1,
1901,3798,0.112,0.064,0.079,0.064,0.056,0.052,0.056,0.058,0.002,0.012,0.022,0.063,0.026,0.158,0.031,0.036,0.032,0.031,0.036,0.000,0.008,0.000,0.000,0.000,1.000,1,
1902,3414,0.139,0.075,0.027,0.004,0.016,0.036,0.044,0.068,0.059,0.013,0.014,0.083,0.016,0.112,0.032,0.030,0.048,0.027,0.030,0.046,0.013,0.029,0.040,0.000,1.000,1,
1903,4953,0.134,0.037,0.061,0.009,0.034,0.034,0.064,0.036,0.028,0.074,0.037,0.065,0.014,0.029,0.038,0.024,0.043,0.044,0.044,0.004,0.039,0.003,0.042,0.038,0.976,0,
1904,4114,0.108,0.050,0.061,0.050,0.069,0.003,0.013,0.068,0.065,0.038,0.013,0.032,0.065,0.044,0.047,0.037,0.032,0.038,0.046,0.043,0.041,0.031,0.006,0.000,1.000,1,
1905,4004,0.131,0.011,0.045,0.001,0.013,0.057,0.059,0.027,0.033,0.051,0.066,0.007,0.051,0.022,0.034,0.027,0.034,0.025,0.041,0.000,0.032,0.001,0.006,0.021,0.795,0,
1906,2788,0.118,0.012,0.042,0.009,0.038,0.065,0.068,0.049,0.063,0.060,0.037,0.003,0.003,0.009,0.046,0.023,0.030,0.023,0.050,0.043,0.032,0.045,0.038,0.009,0.916,0,
1907,5749,0.127,0.054,0.074,0.019,0.013,0.068,0.043,0.025,0.007,0.015,0.042,0.078,0.061,0.114,0.033,0.034,0.040,0.038,0.015,0.015,0.046,0.018,0.001,0.017,1.000,0,
1908,4829,0.111,0.067,0.070,0.000,0.076,0.010,0.027,0.003,0.057,0.050,0.060,0.078,0.058,0.028,0.033,0.020,0.029,0.035,0.011,0.008,0.043,0.038,0.015,0.043,0.972,0,
1909,6378,0.120,0.045,0.047,0.036,0.053,0.000,0.059,0.019,0.030,0.021,0.065,0.005,0.028,0.285,0.028,0.026,0.034,0.021,0.011,0.043,0.023,0.000,0.000,0.000,1.000,1,
1910,5918,0.135,0.028,0.075,0.029,0.067,0.054,0.032,0.007,0.034,0.042,0.075,0.068,0.043,0.112,0.035,0.043,0.023,0.032,0.003,0.010,0.001,0.033,0.019,0.000,1.000,1,
1911,3471,0.136,0.030,0.023,0.039,0.015,0.013,0.054,0.058,0.017,0.000,0.033,0.038,0.050,0.022,0.021,0.049,0.046,0.024,0.015,0.022,0.031,0.049,0.040,0.018,0.842,0,
1912,4455,0.123,0.056,0.067,0.007,0.077,0.031,0.008,0.078,0.043,0.052,0.060,0.065,0.061,0.080,0.047,0.034,0.041,0.026,0.036,0.007,0.000,0.000,0.000,0.000,1.000,1,
1913,4752,0.130,0.014,0.027,0.041,0.043,0.073,0.023,0.001,0.076,0.076,0.039,0.082,0.021,0.142,0.031,0.046,0.036,0.022,0.044,0.005,0.017,0.004,0.006,0.000,1.000,1,
1914,7674,0.135,0.046,0.064,0.022,0.051,0.073,0.035,0.066,0.042,0.056,0.013,0.066,0.071,0.031,0.048,0.028,0.037,0.037,0.045,0.013,0.020,0.000,0.000,0.000,1.000,1,
1915,5945,0.143,0.070,0.032,0.046,0.010,0.001,0.055,0.051,0.045,0.051,0.066,0.031,0.030,0.061,0.050,0.033,0.038,0.040,0.029,0.004,0.038,0.036,0.015,0.021,0.999,0,
1916,4815,0.145,0.035,0.070,0.010,0.001,0.001,0.071,0.019,0.061,0.072,0.076,0.023,0.045,0.218,0.025,0.024,0.028,0.023,0.001,0.023,0.013,0.005,0.013,0.000,1.000,1,
1917,4249,0.111,0.027,0.060,0.062,0.072,0.022,0.029,0.047,0.028,0.018,0.006,0.023,0.079,0.103,0.044,0.039,0.036,0.020,0.042,0.039,0.049,0.011,0.030,0.000,1.000,1,
1918,3462,0.121,0.060,0.059,0.032,0.020,0.024,0.079,0.023,0.071,0.019,0.043,0.018,0.015,0.002,0.048,0.020,0.031,0.050,0.010,0.031,0.038,0.044,0.002,0.003,0.863,0,
1919,5384,0.121,0.003,0.006,0.001,0.031,0.020,0.045,0.013,0.048,0.079,0.071,0.036,0.075,0.076,0.032,0.043,0.036,0.028,0.033,0.007,0.014,0.043,0.026,0.005,0.895,0,
1920,7296,0.136,0.074,0.020,0.017,0.075,0.054,0.080,0.054,0.024,0.071,0.021,0.051,0.070,0.014,0.044,0.026,0.047,0.043,0.037,0.042,0.000,0.000,0.000,0.000,1.000,1,
1921,2792,0.120,0.081,0.046,0.010,0.049,0.015,0.082,0.013,0.050,0.033,0.079,0.007,0.078,0.032,0.038,0.022,0.028,0.030,0.025,0.049,0.042,0.000,0.024,0.035,0.988,0,
1922,2815,0.109,0.010,0.043,0.016,0.069,0.063,0.001,0.014,0.079,0.051,0.020,0.062,0.052,0.055,0.023,0.024,0.048,0.038,0.010,0.008,0.001,0.016,0.045,0.046,0.902,0,
